id,original,surface,pronunciation,subject,level,description,image,image_page,wikidata
1076,勘合貿易,勘合貿易,カンゴウボウエキ,社会,中学校,足利義満が始めた明との貿易で勘合という証明書を用いた。,http://commons.wikimedia.org/wiki/Special:FilePath/Japan-Ming_Trade_Ship_Flag_1584.jpg,https://commons.wikimedia.org/wiki/File:Japan-Ming_Trade_Ship_Flag_1584.jpg,Q1040565
1077,雪舟,雪舟,セッシュウ,社会/美術,小学校,室町時代に明で学び日本の水墨画を大成した僧。,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait_of_Sesshu.jpg,https://commons.wikimedia.org/wiki/File:Portrait_of_Sesshu.jpg,Q48514
1078,下剋上,下剋上,ゲコクジョウ,社会,中学校,戦国時代に下の身分の者が実力で上の者を倒す風潮。,https://github.com/soramimic/soramimic-wordlists/releases/download/gimukyoiku-image-v1b/gk_dd1699d3ab.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/gimukyoiku-image-v1b,
1079,南蛮貿易,南蛮貿易,ナンバンボウエキ,社会,中学校,戦国時代にポルトガルやスペインの商人と行った貿易。,http://commons.wikimedia.org/wiki/Special:FilePath/JapaneseTrade17thCentury.jpg,https://commons.wikimedia.org/wiki/File:JapaneseTrade17thCentury.jpg,Q1122859
1080,長篠の戦い,長篠の戦い,ナガシノノタタカイ,社会,小学校,織田信長が鉄砲を活用して武田軍を破った戦い。,http://commons.wikimedia.org/wiki/Special:FilePath/Battle-of-Nagashino-Map-Folding-Screen-1575.png,https://commons.wikimedia.org/wiki/File:Battle-of-Nagashino-Map-Folding-Screen-1575.png,Q428369
1081,千利休,千利休,センノリキュウ,社会,中学校,安土桃山時代に質素なわび茶を大成した堺の茶人。,http://commons.wikimedia.org/wiki/Special:FilePath/Sen_no_Rikyu_JPN.jpg,https://commons.wikimedia.org/wiki/File:Sen_no_Rikyu_JPN.jpg,Q305477
1082,武家諸法度,武家諸法度,ブケショハット,社会,小学校,江戸幕府が大名を統制するために定めた法。,https://github.com/soramimic/soramimic-wordlists/releases/download/gimukyoiku-image-v1/gk_06b45c6458.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/gimukyoiku-image-v1,
1083,出島,出島,デジマ,社会,小学校,鎖国のもとで長崎に築かれオランダとの貿易が許された人工の島。,http://commons.wikimedia.org/wiki/Special:FilePath/Plattegrond_van_Deshima.jpg,https://commons.wikimedia.org/wiki/File:Plattegrond_van_Deshima.jpg,Q640267
1084,化政文化,化政文化,カセイブンカ,社会,中学校,江戸時代後期に江戸の町人を中心に栄えた文化。,http://commons.wikimedia.org/wiki/Special:FilePath/Kinseido_%28Ibaya_Kyubei%29_-_Tokaido_gojusan_tsui_-_Walters_95576.jpg,https://commons.wikimedia.org/wiki/File:Kinseido_%28Ibaya_Kyubei%29_-_Tokaido_gojusan_tsui_-_Walters_95576.jpg,Q3656684
1085,寺子屋,寺子屋,テラコヤ,社会,小学校,江戸時代に町人や農民の子が読み書きそろばんを学んだ場。,http://commons.wikimedia.org/wiki/Special:FilePath/Bungaku-Bandai_no-Takara-Terakoya-School-by-Issunshi-Hanasato.png,https://commons.wikimedia.org/wiki/File:Bungaku-Bandai_no-Takara-Terakoya-School-by-Issunshi-Hanasato.png,Q1197528
1086,百姓一揆,百姓一揆,ヒャクショウイッキ,社会,小学校,江戸時代に年貢の軽減などを求めて農民が集団で起こした行動。,https://github.com/soramimic/soramimic-wordlists/releases/download/gimukyoiku-image-v1b/gk_caaf4e9b77.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/gimukyoiku-image-v1b,
1087,蘭学,蘭学,ランガク,社会,小学校,江戸時代にオランダ語を通じて西洋の医学や科学を学んだ学問。,http://commons.wikimedia.org/wiki/Special:FilePath/RangakuMedecine.jpg,https://commons.wikimedia.org/wiki/File:RangakuMedecine.jpg,Q877637
1088,日米和親条約,日米和親条約,ニチベイワシンジョウヤク,社会,小学校,ペリー来航の翌年に結ばれ下田と函館を開いた条約。,http://commons.wikimedia.org/wiki/Special:FilePath/%E6%97%A5%E7%B1%B3%E5%92%8C%E8%A6%AA%E6%9D%A1%E7%B4%84%E5%86%99P4.png,https://commons.wikimedia.org/wiki/File:%E6%97%A5%E7%B1%B3%E5%92%8C%E8%A6%AA%E6%9D%A1%E7%B4%84%E5%86%99P4.png,Q771451
1089,戊辰戦争,戊辰戦争,ボシンセンソウ,社会,中学校,新政府軍と旧幕府軍が各地で戦った明治維新期の内戦。,http://commons.wikimedia.org/wiki/Special:FilePath/Monument_of_Meijiishin_Fushimi_no_senseki.jpg,https://commons.wikimedia.org/wiki/File:Monument_of_Meijiishin_Fushimi_no_senseki.jpg,Q309184
1090,五箇条の御誓文,五箇条の御誓文,ゴカジョウノゴセイモン,社会,小学校,明治新政府が発足にあたり示した政治の基本方針。,http://commons.wikimedia.org/wiki/Special:FilePath/Go-shichi_no_kiri_crest_2.svg,https://commons.wikimedia.org/wiki/File:Go-shichi_no_kiri_crest_2.svg,Q702056
1091,殖産興業,殖産興業,ショクサンコウギョウ,社会,小学校,明治政府が官営工場などで近代産業を育てた政策。,http://commons.wikimedia.org/wiki/Special:FilePath/Tomioka_Silk_Mill_East_Cocoon_Warehouse05.jpg,https://commons.wikimedia.org/wiki/File:Tomioka_Silk_Mill_East_Cocoon_Warehouse05.jpg,Q7818931
1092,岩倉使節団,岩倉使節団,イワクラシセツダン,社会,小学校,条約改正の交渉と欧米視察のため明治初期に派遣された一行。,http://commons.wikimedia.org/wiki/Special:FilePath/Iwakura_mission.jpg,https://commons.wikimedia.org/wiki/File:Iwakura_mission.jpg,Q696860
1093,板垣退助,板垣退助,イタガキタイスケ,社会,小学校,国会開設を求める自由民権運動を率い自由党をつくった。,http://commons.wikimedia.org/wiki/Special:FilePath/ITAGAKI_Taisuke.jpg,https://commons.wikimedia.org/wiki/File:ITAGAKI_Taisuke.jpg,Q456380
1094,治外法権,治外法権,チガイホウケン,社会,小学校,来日した外国人を日本の法で裁けない不平等条約の内容。,http://commons.wikimedia.org/wiki/Special:FilePath/Treaty_of_Amity_and_Commerce_between_Japan_and_the_United_States_29_July_1858.jpg,https://commons.wikimedia.org/wiki/File:Treaty_of_Amity_and_Commerce_between_Japan_and_the_United_States_29_July_1858.jpg,Q1194699
1095,米騒動,米騒動,コメソウドウ,社会,中学校,大正時代に米の値上がりに反対して各地に広がった騒動。,https://github.com/soramimic/soramimic-wordlists/releases/download/gimukyoiku-image-v1/gk_46bfc855d2.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/gimukyoiku-image-v1,
1096,治安維持法,治安維持法,チアンイジホウ,社会,中学校,社会運動や思想を取り締まるため大正時代に定められた法。,http://commons.wikimedia.org/wiki/Special:FilePath/Go-shichi_no_kiri_crest_2.svg,https://commons.wikimedia.org/wiki/File:Go-shichi_no_kiri_crest_2.svg,Q657216
1097,日中戦争,日中戦争,ニッチュウセンソウ,社会,小学校,盧溝橋事件をきっかけに始まり長期化した戦争。,http://commons.wikimedia.org/wiki/Special:FilePath/Second_Sino-Japanese_War_collection.png,https://commons.wikimedia.org/wiki/File:Second_Sino-Japanese_War_collection.png,Q170314
1098,ポツダム宣言,ポツダム宣言,ポツダムセンゲン,社会,小学校,連合国が日本に無条件降伏を求め受諾により終戦となった。,http://commons.wikimedia.org/wiki/Special:FilePath/President_Truman_announces_Japan%27s_surrender.jpg,https://commons.wikimedia.org/wiki/File:President_Truman_announces_Japan%27s_surrender.jpg,Q163244
1099,冷戦,冷戦,レイセン,社会,中学校,戦後にアメリカとソ連が直接戦わずに対立し続けた状態。,http://commons.wikimedia.org/wiki/Special:FilePath/Montage_of_Cold_War_pictures.png,https://commons.wikimedia.org/wiki/File:Montage_of_Cold_War_pictures.png,Q8683
1100,産業革命,産業革命,サンギョウカクメイ,社会,中学校,イギリスで機械と工場が広まり社会が大きく変わった動き。,http://commons.wikimedia.org/wiki/Special:FilePath/StocktonDarlingtonOpening.jpg,https://commons.wikimedia.org/wiki/File:StocktonDarlingtonOpening.jpg,Q2269
1101,フランス革命,フランス革命,フランスカクメイ,社会,中学校,人権宣言をかかげ絶対王政を倒した代表的な市民革命。,http://commons.wikimedia.org/wiki/Special:FilePath/Sans-culotte.jpg,https://commons.wikimedia.org/wiki/File:Sans-culotte.jpg,Q6534
1102,ザビエル,ザビエル,ザビエル,社会,小学校,戦国時代に鹿児島へ来てキリスト教を伝えた宣教師。,http://commons.wikimedia.org/wiki/Special:FilePath/Franciscus_de_Xabier.jpg,https://commons.wikimedia.org/wiki/File:Franciscus_de_Xabier.jpg,Q163900
1103,熱帯雨林,熱帯雨林,ネッタイウリン,社会,中学校,赤道付近の一年中高温多雨な地域に広がる森林。,http://commons.wikimedia.org/wiki/Special:FilePath/South_American_jungle_photograph.jpg,https://commons.wikimedia.org/wiki/File:South_American_jungle_photograph.jpg,Q199403
1104,サバナ,サバナ,サバナ,社会,中学校,熱帯で雨季と乾季があり草原に木がまばらに生える地域。,http://commons.wikimedia.org/wiki/Special:FilePath/Oldoinyolengai.jpg,https://commons.wikimedia.org/wiki/File:Oldoinyolengai.jpg,Q42320
1105,地中海性気候,地中海性気候,チチュウカイセイキコウ,社会,中学校,夏に乾燥し冬に雨が降る気候でオリーブ栽培が盛ん。,http://commons.wikimedia.org/wiki/Special:FilePath/Koppen_World_Map_Csa.png,https://commons.wikimedia.org/wiki/File:Koppen_World_Map_Csa.png,Q13996
1106,ツンドラ,ツンドラ,ツンドラ,社会,中学校,寒帯のうち短い夏だけこけ類が育つ土地。,http://commons.wikimedia.org/wiki/Special:FilePath/800px-Map-Tundra.png,https://commons.wikimedia.org/wiki/File:800px-Map-Tundra.png,Q43262
1107,冷帯,冷帯,レイタイ,社会,中学校,亜寒帯とも呼ばれ冬が長く針葉樹林が広がる気候帯。,http://commons.wikimedia.org/wiki/Special:FilePath/K%C3%B6ppen-geiger-hessd-2007.svg,https://commons.wikimedia.org/wiki/File:K%C3%B6ppen-geiger-hessd-2007.svg,Q1342399
1108,フォッサマグナ,フォッサマグナ,フォッサマグナ,社会,中学校,本州の中央部を南北に走る大きな溝状の地形。,http://commons.wikimedia.org/wiki/Special:FilePath/Tectonic_map_of_southwest_Japan.png,https://commons.wikimedia.org/wiki/File:Tectonic_map_of_southwest_Japan.png,Q5356574
1109,日本アルプス,日本アルプス,ニホンアルプス,社会,小学校,飛騨と木曽と赤石の三つの山脈をまとめた呼び名。,http://commons.wikimedia.org/wiki/Special:FilePath/20150202%E6%97%A5%E6%9C%AC%E3%82%A2%E3%83%AB%E3%83%97%E3%82%B9%E9%9B%AA%E5%8C%96%E7%B2%A7.jpg,https://commons.wikimedia.org/wiki/File:20150202%E6%97%A5%E6%9C%AC%E3%82%A2%E3%83%AB%E3%83%97%E3%82%B9%E9%9B%AA%E5%8C%96%E7%B2%A7.jpg,Q645773
1110,環太平洋造山帯,環太平洋造山帯,カンタイヘイヨウゾウザンタイ,社会,中学校,太平洋を取り巻き地震や火山が多い山地の帯。,http://commons.wikimedia.org/wiki/Special:FilePath/Pacific_Ring_of_Fire.svg,https://commons.wikimedia.org/wiki/File:Pacific_Ring_of_Fire.svg,Q18783
1111,濃尾平野,濃尾平野,ノウビヘイヤ,社会,中学校,木曽三川が流れ輪中の集落が見られる中部地方の平野。,http://commons.wikimedia.org/wiki/Special:FilePath/Ikeda_Gifu_from_Mount_Ikeda.jpg,https://commons.wikimedia.org/wiki/File:Ikeda_Gifu_from_Mount_Ikeda.jpg,Q1204093
1112,阪神工業地帯,阪神工業地帯,ハンシンコウギョウチタイ,社会,小学校,大阪と神戸を中心に金属や化学の工業が発達した地域。,https://github.com/soramimic/soramimic-wordlists/releases/download/gimukyoiku-image-v1/gk_37f94f83e1.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/gimukyoiku-image-v1,
1113,近郊農業,近郊農業,キンコウノウギョウ,社会,中学校,大都市の近くで野菜や花を作り新鮮なうちに出荷する農業。,https://github.com/soramimic/soramimic-wordlists/releases/download/gimukyoiku-image-v1b/gk_c54e4ca1cc.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/gimukyoiku-image-v1b,
1114,抑制栽培,抑制栽培,ヨクセイサイバイ,社会,中学校,高原の涼しさを利用して出荷の時期を遅らせる栽培方法。,https://github.com/soramimic/soramimic-wordlists/releases/download/gimukyoiku-image-v1b/gk_956f2289ec.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/gimukyoiku-image-v1b,
1115,酪農,酪農,ラクノウ,社会,小学校,乳牛を飼い牛乳やチーズなどを生産する農業で北海道が中心。,http://commons.wikimedia.org/wiki/Special:FilePath/Holstein_cows_large.jpg,https://commons.wikimedia.org/wiki/File:Holstein_cows_large.jpg,Q637776
1116,二毛作,二毛作,ニモウサク,社会,中学校,同じ田畑で一年に種類の違う作物を二回作ること。,https://github.com/soramimic/soramimic-wordlists/releases/download/gimukyoiku-image-v1b/gk_bf7af85956.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/gimukyoiku-image-v1b,
1117,食料自給率,食料自給率,ショクリョウジキュウリツ,社会,小学校,国内で消費する食料をどれだけ国内生産でまかなうかの割合。,https://github.com/soramimic/soramimic-wordlists/releases/download/gimukyoiku-image-v1b/gk_c279ac6de6.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/gimukyoiku-image-v1b,
1118,加工貿易,加工貿易,カコウボウエキ,社会,小学校,原料を輸入し製品にして輸出する日本の貿易の特色。,http://commons.wikimedia.org/wiki/Special:FilePath/Storck_Harbour_scene.jpg,https://commons.wikimedia.org/wiki/File:Storck_Harbour_scene.jpg,Q11398621
1119,貿易摩擦,貿易摩擦,ボウエキマサツ,社会,中学校,輸出入のかたよりから国どうしの間で起こる対立。,https://github.com/soramimic/soramimic-wordlists/releases/download/gimukyoiku-image-v1/gk_13d514f6d8.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/gimukyoiku-image-v1,
1120,焼畑農業,焼畑農業,ヤキハタノウギョウ,社会,中学校,森林を焼いた灰を肥料にして作物を育てる伝統的な農業。,http://commons.wikimedia.org/wiki/Special:FilePath/Jhum.jpg,https://commons.wikimedia.org/wiki/File:Jhum.jpg,Q622543
1121,プランテーション,プランテーション,プランテーション,社会,中学校,熱帯地域で輸出用の作物を大規模に栽培する農園。,http://commons.wikimedia.org/wiki/Special:FilePath/Fazenda_Da_Lagoa.jpg,https://commons.wikimedia.org/wiki/File:Fazenda_Da_Lagoa.jpg,Q188913
1122,モノカルチャー経済,モノカルチャー経済,モノカルチャーケイザイ,社会,中学校,少数の輸出品にたよるため価格の変動に弱い経済。,https://github.com/soramimic/soramimic-wordlists/releases/download/gimukyoiku-image-v1/gk_6476b69723.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/gimukyoiku-image-v1,
1123,レアメタル,レアメタル,レアメタル,社会,中学校,産出量が少なく先端産業に欠かせない希少な金属。,https://github.com/soramimic/soramimic-wordlists/releases/download/gimukyoiku-image-v1/gk_4c27a99169.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/gimukyoiku-image-v1,
1124,経済特区,経済特区,ケイザイトック,社会,中学校,中国が外国企業を呼びこむため優遇措置を設けた地域。,http://commons.wikimedia.org/wiki/Special:FilePath/Shenzhen_city_montage.png,https://commons.wikimedia.org/wiki/File:Shenzhen_city_montage.png,Q15174
1125,ヒートアイランド現象,ヒートアイランド現象,ヒートアイランドゲンショウ,社会,中学校,都市の中心部が周辺より気温が高くなる現象。,http://commons.wikimedia.org/wiki/Special:FilePath/HeatIsland_Kanto_ytkm.png,https://commons.wikimedia.org/wiki/File:HeatIsland_Kanto_ytkm.png,Q215712
1126,再生可能エネルギー,再生可能エネルギー,サイセイカノウエネルギー,社会,小学校,太陽光や風力など繰り返し利用できるエネルギー。,http://commons.wikimedia.org/wiki/Special:FilePath/Global-RE-Investment-VC-JP.png,https://commons.wikimedia.org/wiki/File:Global-RE-Investment-VC-JP.png,Q12705
1127,地球温暖化,地球温暖化,チキュウオンダンカ,社会,小学校/中学校,温室効果ガスの増加で地球の平均気温が上がる問題。,http://commons.wikimedia.org/wiki/Special:FilePath/Change_in_Average_Temperature.svg,https://commons.wikimedia.org/wiki/File:Change_in_Average_Temperature.svg,Q7942
1128,砂漠化,砂漠化,サバクカ,社会,中学校,過放牧や伐採により乾燥地の荒れた土地が広がる環境問題。,http://commons.wikimedia.org/wiki/Special:FilePath/Red_sand_dune_in_Namibia.jpg,https://commons.wikimedia.org/wiki/File:Red_sand_dune_in_Namibia.jpg,Q183481
1129,地形図,地形図,チケイズ,社会,小学校/中学校,国土地理院が発行し等高線や地図記号で土地の様子を表す地図。,http://commons.wikimedia.org/wiki/Special:FilePath/Topographic_map_example.png,https://commons.wikimedia.org/wiki/File:Topographic_map_example.png,Q216526
1130,雨温図,雨温図,ウオンズ,社会,中学校,気温を折れ線で降水量を棒で表し気候の特色を読み取る図。,http://commons.wikimedia.org/wiki/Special:FilePath/ClimateTokyoJapan.png,https://commons.wikimedia.org/wiki/File:ClimateTokyoJapan.png,Q1430754
1131,人口ピラミッド,人口ピラミッド,ジンコウピラミッド,社会,中学校,年齢別と男女別の人口構成を表すグラフ。,http://commons.wikimedia.org/wiki/Special:FilePath/Worldpop.svg,https://commons.wikimedia.org/wiki/File:Worldpop.svg,Q329823
